match_id;date;location;title;primary_guild;participants_shown;participants_reported;source_document;rank;player_name;guild;team;kills;assists;damage;damage_taken;healing;loadout
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;72;GachiBear;Avengers;;1;12;101890;703208;145437;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;73;Няки;Daikon X;;1;10;176764;738079;1059208;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;74;Kashej;Daikon X;;1;9;230214;551751;78262;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;75;ILord;Avengers;;1;9;121179;549182;1558543;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;76;Leper;Avengers;;1;9;54588;826605;91756;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;77;WarCat;Daikon X;;1;8;165657;628706;133402;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;78;hxvvxn;Daikon X;;1;8;95766;793287;134011;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;79;Airetale;Avengers;;1;8;69083;349277;323298;Стаф + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;80;Mavr;Daikon X;;1;6;96253;536213;1296593;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;81;FinnBK;Daikon X;;1;5;97761;472931;843499;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;82;соль;Avengers;;1;5;78461;433672;1159511;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;83;pisulina;Daikon X;;1;3;129729;629870;1012766;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;84;Peoner;Daikon X;;1;1;101703;1045364;114661;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;85;Mant1s;Avengers;;0;18;76588;738213;98816;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;86;Mordred;Avengers;;0;17;96322;822925;172705;Щит + Двурук
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;87;OboYouDno;Avengers;;0;15;247525;494228;1850183;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;88;b33ha;Avengers;;0;13;136797;594543;2311818;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;89;Hurricane;Avengers;;0;7;89886;609518;1582279;Лук + Ванда
2026-05-25-carmine-forest;25.05.2026;Carmine Forest;Avengers vs Daikon;Avengers;90;96;src/data/matches.csv;90;Администратор;Daikon X;;0;6;109537;822690;187890;Щит + Двурук
